season,team,position,depth_chart_position,jersey_number,status,full_name,first_name,last_name,birth_date,height,weight,college,gsis_id,espn_id,sportradar_id,yahoo_id,rotowire_id,pff_id,pfr_id,fantasy_data_id,sleeper_id,years_exp,headshot_url,ngs_position,week,game_type,status_description_abbr,football_name,esb_id,gsis_it_id,smart_id,entry_year,rookie_year,draft_club,draft_number
1988,DEN,DE,,65,Active,Walt Bowyer,Walter,Bowyer,1960-09-08T00:00:00,76,260,,00-0001585,,,,,,,,,,,,3,REG,A01,Walt,,,,1983,1983,DEN,254.0
1988,DEN,CB,,34,Active,Tyrone Braxton,Tyrone,Braxton,1964-12-17T00:00:00,71,190,,00-0001713,,,,,,,,,,,,3,REG,A01,Tyrone,BRA757886,,,1987,1987,DEN,334.0
1988,DEN,ILB,,50,Active,Michael Brooks,Michael,Brooks,1964-03-02T00:00:00,73,236,,00-0001844,,,,,,,,,,,,3,REG,A01,Michael,BRO150144,,,1987,1987,DEN,86.0
1988,DEN,C,,64,Active,Bill Bryan,William,Bryan,1955-09-21T00:00:00,74,255,,00-0002127,,,,,,,,,,,,3,REG,A01,Bill,,,,1977,1977,DEN,101.0
1988,DEN,DB,,28,Active,Jeremiah Castille,Jeremiah,Castille,1961-01-15T00:00:00,70,175,,00-0002805,,,,,,,,,,,,3,REG,A01,Jeremiah,,,,1983,1983,TB,72.0
1988,DEN,CB,,20,Active,Kevin Clark,Kevin,Clark,1964-06-08T00:00:00,70,185,,00-0003049,,,,,,,,,,,,3,REG,A01,Kevin,CLA424908,,,1987,1987,,
1988,DEN,ILB,,55,Active,Rick Dennison,Rick,Dennison,1958-06-22T00:00:00,75,220,,00-0004199,,,,,,,,,,,,3,REG,A01,Rick,,,,1980,1980,,
1988,DEN,RB,,33,Active,Tony Dorsett,Anthony,Dorsett,1954-04-07T00:00:00,71,189,,00-0004442,,,,,,,,,,,,3,REG,A01,Tony,,,,1977,1977,DAL,2.0
1988,DEN,QB,,7,Active,John Elway,John,Elway,1960-06-28T00:00:00,75,215,,00-0004884,,,,,,,,,,,,3,REG,A01,John,ELW276861,,,1983,1983,BAL,1.0
1988,DEN,OLB,,73,Active,Simon Fletcher,Simon,Fletcher,1962-02-18T00:00:00,78,240,,00-0005323,,,,,,,,,,,,3,REG,A01,Simon,FLE711924,,,1985,1985,DEN,54.0
1988,DEN,DE,,90,Active,Freddie Gilbert,Freddie,Gilbert,1962-04-08T00:00:00,76,275,,00-0005951,,,,,,,,,,,,3,REG,A01,Freddie,,,,1984,1984,DEN,19.0
1988,DEN,WR,,85,Active,Sam Graddy,Sam,Graddy,1964-02-10T00:00:00,70,180,,00-0006187,,,,,,,,,,,,3,REG,A01,Sam,GRA057276,,,1987,1987,,
1988,DEN,CB,,37,Active,Kevin Guidry,Kevin,Guidry,1964-05-16T00:00:00,72,176,,00-0006530,,,,,,,,,,,,3,REG,A01,Kevin,,,,1988,1988,DEN,79.0
1988,DEN,CB,,36,Active,Mark Haynes,Mark,Haynes,1958-11-06T00:00:00,71,195,,00-0007162,,,,,,,,,,,,3,REG,A01,Mark,,,,1980,1980,NYG,8.0
1988,DEN,P,,2,Active,Mike Horan,Michael,Horan,1959-02-01T00:00:00,71,188,,00-0007737,,,,,,,,,,,,3,REG,A01,Mike,HOR029663,,,1982,1982,ATL,235.0
1988,DEN,WR,,82,Active,Vance Johnson,Vance,Johnson,1963-03-13T00:00:00,71,185,,00-0008648,,,,,,,,,,,,3,REG,A01,Vance,JOH718836,,,1985,1985,DEN,31.0
1988,DEN,DE,,75,Active,Rulon Jones,Rulon,Jones,1958-03-25T00:00:00,78,260,,00-0008863,,,,,,,,,,,,3,REG,A01,Rulon,,,,1980,1980,DEN,42.0
1988,DEN,QB,,12,Inactive,Ken Karcher,Kenneth,Karcher,1963-07-01T00:00:00,75,205,,00-0009018,,,,,,,,,,,,3,REG,I01,Ken,KAR197755,,,1986,1986,,
1988,DEN,K,,3,Active,Rich Karlis,Richard,Karlis,1959-05-23T00:00:00,72,180,,00-0009022,,,,,,,,,,,,3,REG,A01,Rich,,,,1981,1981,,
1988,DEN,C,,72,Active,Keith Kartz,Keith,Kartz,1963-05-05T00:00:00,76,270,,00-0009027,,,,,,,,,,,,3,REG,A01,Keith,KAR751469,,,1986,1986,,
1988,DEN,TE,,88,Inactive,Clarence Kay,Clarence,Kay,1961-07-30T00:00:00,74,237,,00-0009045,,,,,,,,,,,,3,REG,I01,Clarence,KAY207645,,,1984,1984,DEN,186.0
1988,DEN,TE,,82,Active,Pat Kelly,Patrick,Kelly,1965-10-29T00:00:00,78,252,,00-0009117,,,,,,,,,,,,3,REG,A01,Pat,KEL714273,,,1988,1988,DEN,174.0
1988,DEN,OLB,,97,Active,Bruce Klostermann,Bruce,Klostermann,1963-04-17T00:00:00,76,232,,00-0009334,,,,,,,,,,,,3,REG,A01,Bruce,KLO276860,,,1986,1986,DEN,217.0
1988,DEN,NT,,99,Active,Shawn Knight,Shawn,Knight,1964-06-04T00:00:00,78,288,,00-0009358,,,,,,,,,,,,3,REG,A01,Shawn,,,,1987,1987,NO,11.0
1988,DEN,NT,,71,Active,Greg Kragen,Greg,Kragen,1962-03-04T00:00:00,75,267,,00-0009447,,,,,,,,,,,,3,REG,A01,Greg,KRA151014,,,1984,1984,,
1988,DEN,QB,,8,Active,Gary Kubiak,Gary,Kubiak,1961-08-15T00:00:00,72,192,,00-0009490,,,,,,,,,,,,3,REG,A01,Gary,KUB415290,,,1983,1983,DEN,197.0
1988,DEN,T,,79,Active,Ken Lanier,Kenneth,Lanier,1959-07-08T00:00:00,75,290,,00-0009625,,,,,,,,,,,,3,REG,A01,Ken,LAN618485,,,1981,1981,DEN,125.0
1988,DEN,G,,69,Active,Larry Lee,Larry,Lee,1959-09-10T00:00:00,74,295,,00-0009762,,,,,,,,,,,,3,REG,A01,Larry,,,,1981,1981,DET,129.0
1988,DEN,OLB,,0,Active,Tim Lucas,Timothy,Lucas,1961-04-03T00:00:00,75,230,,00-0010139,,,,,,,,,,,,3,REG,A01,Tim,LUC237308,,,1983,1983,STL,269.0
1988,DEN,WR,,85,Active,Rick Massie,Rick,Massie,1960-01-16T00:00:00,73,190,,00-0010519,,,,,,,,,,,,3,REG,A01,Rick,,,,1984,1984,DEN,46.0
1988,DEN,ILB,,77,Active,Karl Mecklenburg,Karl,Mecklenburg,1960-09-01T00:00:00,75,235,,00-0011082,,,,,,,,,,,,3,REG,A01,Karl,MEC553722,,,1983,1983,DEN,310.0
1988,DEN,TE,,89,Active,Orson Mobley,Orson,Mobley,1963-03-04T00:00:00,77,256,,00-0011450,,,,,,,,,,,,3,REG,A01,Orson,,,,1986,1986,DEN,151.0
1988,DEN,WR,,81,Active,Ricky Nattiel,Ricky,Nattiel,1966-01-25T00:00:00,69,180,,00-0011939,,,,,,,,,,,,3,REG,A01,Ricky,NAT622935,,,1987,1987,DEN,27.0
1988,DEN,C,,58,Active,Phil Olsen,Phil,Olsen,1948-04-26T00:00:00,76,260,,00-0012379,,,,,,,,,,,,3,REG,A01,Phil,,,,1970,1970,DEN,4.0
1988,DEN,T,,71,Active,Gerald Perry,Gerald,Perry,1964-11-12T00:00:00,78,305,,00-0012811,,,,,,,,,,,,3,REG,A01,Gerald,PER576300,,,1988,1988,DEN,45.0
1988,DEN,CB,,23,Active,Bruce Plummer,Bruce,Plummer,1964-09-01T00:00:00,73,197,,00-0013039,,,,,,,,,,,,3,REG,A01,Bruce,PLU151014,,,1987,1987,DEN,250.0
1988,DEN,S,,48,Active,Randy Robbins,Randy,Robbins,1962-09-14T00:00:00,74,189,,00-0013801,,,,,,,,,,,,3,REG,A01,Randy,ROB063196,,,1984,1984,DEN,89.0
1988,DEN,C,,0,Active,Mike Ruether,Mike,Ruether,1962-09-20T00:00:00,76,286,,00-0014149,,,,,,,,,,,,3,REG,A01,Mike,RUE207645,,,1984,1984,STL,17.0
1988,DEN,LB,,50,Active,Jim Ryan,Jim,Ryan,1957-05-18T00:00:00,73,225,,00-0014223,,,,,,,,,,,,3,REG,A01,Jim,RYA211716,,,1979,1979,,
1988,DEN,RB,,30,Active,Steve Sewell,Steven,Sewell,1963-04-02T00:00:00,75,210,,00-0014688,,,,,,,,,,,,3,REG,A01,Steve,SEW553722,,,1985,1985,DEN,26.0
1988,DEN,S,,49,Active,Dennis Smith,Dennis,Smith,1959-02-03T00:00:00,75,200,,00-0015146,,,,,,,,,,,,3,REG,A01,Dennis,SMI194880,,,1981,1981,DEN,15.0
1988,DEN,NT,,61,Active,Andre Townsend,Andre,Townsend,1962-10-08T00:00:00,75,265,,00-0016575,,,,,,,,,,,,3,REG,A01,Andre,,,,1984,1984,DEN,46.0
1988,DEN,RB,,23,Active,Sammy Winder,Sammy,Winder,1959-07-15T00:00:00,71,203,,00-0018087,,,,,,,,,,,,3,REG,A01,Sammy,,,,1982,1982,DEN,131.0
1988,DEN,WR,,35,Active,Ken Bell,Kenneth,Bell,1964-11-16T00:00:00,70,190,,00-0001032,,,,,,,,,,,,4,REG,A01,Ken,,,,1986,1986,,
