season,team,position,depth_chart_position,jersey_number,status,full_name,first_name,last_name,birth_date,height,weight,college,gsis_id,espn_id,sportradar_id,yahoo_id,rotowire_id,pff_id,pfr_id,fantasy_data_id,sleeper_id,years_exp,headshot_url,ngs_position,week,game_type,status_description_abbr,football_name,esb_id,gsis_it_id,smart_id,entry_year,rookie_year,draft_club,draft_number
2024,NO,T,,68,Active,Mark Evans,Mark,Evans,1999-10-11T00:00:00,76,295,,00-0038903,,,,,,,,,,,,4,PRE,A01,Mark,EVA815279,,,2023,2023.0,,
2024,NO,T,,72,Active,Josiah Ezirim,Josiah,Ezirim,2001-05-21T00:00:00,78,320,,00-0039428,,,,,,,,,,,,4,PRE,A01,Josiah,EZI415291,,,2024,2024.0,NO,239.0
2024,NO,TE,,82,Active,Mason Fairchild,Mason,Fairchild,2001-08-30T00:00:00,76,260,,00-0039942,,,,,,,,,,,,4,PRE,A01,Mason,FAI339781,,,2024,2024.0,,
2024,NO,LB,,53,Active,Jaylan Ford,Jaylan,Ford,2001-11-28T00:00:00,75,234,,00-0039388,,,,,,,,,,,,4,PRE,A01,Jaylan,FOR229985,,,2024,2024.0,NO,175.0
2024,NO,DE,,55,Active,Isaiah Foskey,Isaiah,Foskey,2000-10-30T00:00:00,77,280,,00-0039143,,,,,,,,,,,,4,PRE,A01,Isaiah,FOS081863,,,2023,2023.0,NO,40.0
2024,NO,T,,75,Active,Taliese Fuaga,Taliese,Fuaga,2002-04-05T00:00:00,78,334,,00-0039339,,,,,,,,,,,,4,PRE,A01,Taliese,FUA229226,,,2024,2024.0,NO,14.0
2024,NO,OLB,,6,Active,Willie Gay,Willie,Gay,1998-02-15T00:00:00,74,235,,00-0036362,,,,,,,,,,,,4,PRE,A01,Willie,GAY616560,,,2020,2020.0,KC,63.0
2024,NO,DE,,96,Active,Carl Granderson,Carl,Granderson,1996-12-18T00:00:00,77,261,,00-0035402,,,,,,,,,,,,4,PRE,A01,Carl,GRA291153,,,2019,2019.0,,
2024,NO,SS,,48,Active,J.T. Gray,Juantavius,Gray,1996-01-18T00:00:00,72,202,,00-0034116,,,,,,,,,,,,4,PRE,A01,J.T.,GRA702824,,,2018,2018.0,,
2024,NO,K,,19,Active,Blake Grupe,Blake,Grupe,1998-11-05T00:00:00,67,156,,00-0038905,,,,,,,,,,,,4,PRE,A01,Blake,GRU692152,,,2023,2023.0,,
2024,NO,QB,,3,Active,Jake Haener,Jake,Haener,1999-03-10T00:00:00,73,195,,00-0038998,,,,,,,,,,,,4,PRE,A01,Jake,HAE351032,,,2023,2023.0,NO,127.0
2024,NO,SS,,5,Active,Will Harris,William,Harris,1995-12-19T00:00:00,73,207,,00-0035655,,,,,,,,,,,,4,PRE,A01,Will,HAR000007,,,2019,2019.0,DET,81.0
2024,NO,P,,43,Active,Matthew Hayball,Matthew,Hayball,1997-03-12T00:00:00,73,187,,00-0039611,,,,,,,,,,,,4,PRE,A01,Matthew,HAY012359,,,2024,2024.0,,
2024,NO,P,,15,Active,Lou Hedley,Lou,Hedley,1993-06-26T00:00:00,76,220,,00-0038906,,,,,,,,,,,,4,PRE,A01,Lou,HED553593,,,2023,2023.0,,
2024,NO,DT,,95,Active,Jack Heflin,Jack,Heflin,1998-03-08T00:00:00,76,312,,00-0036788,,,,,,,,,,,,4,PRE,A01,Jack,HEF347575,,,2021,2021.0,,
2024,NO,G,,60,Active,Kyle Hergel,Kyle,Hergel,1999-10-07T00:00:00,74,305,,00-0039624,,,,,,,,,,,,4,PRE,A01,Kyle,HER073147,,,2024,2024.0,,
2024,NO,QB,,7,Active,Taysom Hill,Taysom,Hill,1990-08-23T00:00:00,74,221,,00-0033357,,,,,,,,,,,,4,PRE,A01,Taysom,HIL609597,,,2017,2017.0,,
2024,NO,TE,,85,Active,Dallin Holker,Dallin,Holker,2000-04-07T00:00:00,77,235,,00-0039613,,,,,,,,,,,,4,PRE,A01,Dallin,HOL105366,,,2024,2024.0,,
2024,NO,SS,,31,Active,Jordan Howden,Jordan,Howden,2000-05-14T00:00:00,72,210,,00-0038588,,,,,,,,,,,,4,PRE,A01,Jordan,HOW493327,,,2023,2023.0,NO,146.0
2024,NO,OLB,,47,Active,Khaleke Hudson,Khaleke,Hudson,1997-12-06T00:00:00,72,220,,00-0036343,,,,,,,,,,,,4,PRE,A01,Khaleke,HUD448091,,,2020,2020.0,WAS,162.0
2024,NO,MLB,,52,Active,D'Marco Jackson,D'Marco,Jackson,1998-07-20T00:00:00,73,230,,00-0037271,,,,,,,,,,,,4,PRE,A01,D'Marco,JAC133001,,,2022,2022.0,NO,161.0
2024,NO,TE,,86,Active,Michael Jacobson,Michael,Jacobson,1997-04-04T00:00:00,81,240,,00-0037022,,,,,,,,,,,,4,PRE,A01,Michael,JAC788659,,,2021,2021.0,,
2024,NO,CB,,27,Active,Shemar Jean-Charles,Shemar,Jean-Charles,1998-06-20T00:00:00,71,190,,00-0036645,,,,,,,,,,,,4,PRE,A01,Shemar,JEA416791,,,2021,2021.0,GB,178.0
2024,NO,TE,,83,Active,Juwan Johnson,Juwan,Johnson,1996-09-13T00:00:00,76,231,,00-0036040,,,,,,,,,,,,4,PRE,A01,Juwan,JOH398789,,,2020,2020.0,,
2024,NO,DB,,37,Active,Lawrence Johnson,Lawrence,Johnson,1999-09-02T00:00:00,72,205,,00-0039616,,,,,,,,,,,,4,PRE,A01,Lawrence,JOH399513,,,2024,2024.0,,
2024,NO,DE,,94,Active,Cameron Jordan,Cameron,Jordan,1989-07-10T00:00:00,76,287,,00-0027962,,,,,,,,,,,,4,PRE,A01,Cameron,JOR051224,,,2011,2011.0,NO,24.0
2024,NO,RB,,41,Active,Alvin Kamara,Alvin,Kamara,1995-07-25T00:00:00,70,215,,00-0033906,,,,,,,,,,,,4,PRE,A01,Alvin,KAM244058,,,2017,2017.0,NO,67.0
2024,NO,RB,,35,Active,Jacob Kibodi,Jacob,Kibodi,1998-10-04T00:00:00,73,225,,00-0039617,,,,,,,,,,,,4,PRE,A01,Jacob,KIB426541,,,2024,2024.0,,
2024,NO,DE,,92,Active/PUP,Tanoh Kpassagnon,Tanoh,Kpassagnon,1994-06-14T00:00:00,79,289,,00-0033902,,,,,,,,,,,,4,PRE,A02,Tanoh,KPA593274,,,2017,2017.0,KC,59.0
2024,NO,DE,,57,Active,Niko Lalos,Nikolas,Lalos,1997-06-25T00:00:00,77,270,,00-0035816,,,,,,,,,,,,4,PRE,A01,Niko,LAL564972,,,2020,2020.0,,
2024,NO,CB,,23,Active,Marshon Lattimore,Marshon,Lattimore,1996-05-20T00:00:00,72,192,,00-0033874,,,,,,,,,,,,4,PRE,A01,Marshon,LAT684977,,,2017,2017.0,NO,11.0
2024,NO,G,,66,Active,Shane Lemieux,Shane,Lemieux,1997-05-12T00:00:00,76,317,,00-0036397,,,,,,,,,,,,4,PRE,A01,Shane,LEM289885,,,2020,2020.0,NYG,150.0
2024,NO,FS,,32,Active,Tyrann Mathieu,Tyrann,Mathieu,1992-05-13T00:00:00,69,190,,00-0030459,,,,,,,,,,,,4,PRE,A01,Tyrann,MAT195206,,,2013,2013.0,ARZ,69.0
2024,NO,CB,,42,Active,Mac McCain,Franklin,McCain,1998-02-06T00:00:00,72,175,,00-0036724,,,,,,,,,,,,4,PRE,A01,Mac,MCC055020,,,2021,2021.0,,
2024,NO,C,,78,Active,Erik McCoy,Erik,McCoy,1997-08-27T00:00:00,76,315,,00-0035242,,,,,,,,,,,,4,PRE,A01,Erik,MCC601333,,,2019,2019.0,NO,48.0
2024,NO,DB,,34,Active,Kool-Aid McKinstry,Kool-Aid,McKinstry,2002-09-30T00:00:00,73,195,,00-0039860,,,,,,,,,,,,4,PRE,A01,Kool-Aid,MCK667314,,,2024,2024.0,NO,41.0
2024,NO,WR,,16,Active,Bub Means,Jerrod,Means,2001-01-10T00:00:00,74,215,,00-0039386,,,,,,,,,,,,4,PRE,A01,Bub,MEA763692,,,2024,2024.0,NO,170.0
2024,NO,RB,,25,Active,Kendre Miller,Kendre,Miller,2002-06-11T00:00:00,72,220,,00-0038551,,,,,,,,,,,,4,PRE,A01,Kendre,MIL369085,,,2023,2023.0,NO,71.0
2024,NO,RB,,33,Active,Jordan Mims,Jordan,Mims,1999-06-16T00:00:00,72,205,,00-0038678,,,,,,,,,,,,4,PRE,A01,Jordan,MIM632686,,,2023,2023.0,,
2024,NO,TE,,87,Active,Foster Moreau,Foster,Moreau,1997-05-06T00:00:00,76,250,,00-0034981,,,,,,,,,,,,4,PRE,A01,Foster,MOR096402,,,2019,2019.0,OAK,137.0
2024,NO,WR,,14,Active,Stanley Morgan,Stanley,Morgan,1996-09-07T00:00:00,72,205,,00-0035399,,,,,,,,,,,,4,PRE,A01,Stanley,MOR226706,,,2019,2019.0,,
2024,NO,WR,,89,Active,Samson Nacua,Samson,Nacua,1998-01-20T00:00:00,75,191,,00-0037398,,,,,,,,,,,,4,PRE,A01,Samson,NAC564972,,,2022,2022.0,,
2024,NO,WR,,12,Active,Chris Olave,Chris,Olave,2000-06-27T00:00:00,73,185,,00-0037239,,,,,,,,,,,,4,PRE,A01,Chris,OLA659325,,,2022,2022.0,NO,11.0
2024,NO,OLB,,58,Active,Anfernee Orji,Anfernee,Orji,2000-10-06T00:00:00,74,230,,00-0038908,,,,,,,,,,,,4,PRE,A01,Anfernee,ORJ415291,,,2023,2023.0,,
2024,NO,C,,62,Active,Lucas Patrick,Lucas,Patrick,1993-07-30T00:00:00,75,313,,00-0033082,,,,,,,,,,,,4,PRE,A01,Lucas,PAT269889,,,2016,2016.0,,
2024,NO,DB,,36,Active,Rico Payton,Rico,Payton,1999-11-28T00:00:00,72,182,,00-0039620,,,,,,,,,,,,4,PRE,A01,Rico,PAY698744,,,2024,2024.0,,
2024,NO,T,,70,Active,Trevor Penning,Trevor,Penning,1999-05-15T00:00:00,79,321,,00-0037241,,,,,,,,,,,,4,PRE,A01,Trevor,PEN368721,,,2022,2022.0,NO,19.0
2024,NO,WR,,17,Active,A.T. Perry,Atorian,Perry,1999-10-26T00:00:00,77,205,,00-0038612,,,,,,,,,,,,4,PRE,A01,A.T.,PER532468,,,2023,2023.0,NO,195.0
2024,NO,FB,,46,Active,Adam Prentice,Adam,Prentice,1997-01-16T00:00:00,72,245,,00-0036727,,,,,,,,,,,,4,PRE,A01,Adam,PRE226147,,,2021,2021.0,,
2024,NO,TE,,88,Active,Kevin Rader,Kevin,Rader,1995-04-26T00:00:00,76,250,,00-0034193,,,,,,,,,,,,4,PRE,A01,Kevin,RAD332635,,,2018,2018.0,,
2024,NO,QB,,18,Active,Spencer Rattler,Spencer,Rattler,2000-09-28T00:00:00,73,218,,00-0039376,,,,,,,,,,,,4,PRE,A01,Spencer,RAT689214,,,2024,2024.0,NO,150.0
2024,NO,ILB,,59,Active,Monty Rice,Monty,Rice,1999-01-08T00:00:00,73,233,,00-0037000,,,,,,,,,,,,4,PRE,A01,Monty,RIC150359,,,2021,2021.0,TEN,92.0
2024,NO,RB,,26,Active,James Robinson,James,Robinson,1998-08-09T00:00:00,70,220,,00-0035831,,,,,,,,,,,,4,PRE,A01,James,ROB521367,,,2020,2020.0,,
2024,NO,ILB,,54,Active,Mike Rose,Mike,Rose,2000-05-25T00:00:00,76,245,,00-0037215,,,,,,,,,,,,4,PRE,A01,Mike,ROS273961,,,2022,2022.0,,
2024,NO,G,,51,Active,Cesar Ruiz,Cesar,Ruiz,1999-06-14T00:00:00,75,319,,00-0036408,,,,,,,,,,,,4,PRE,A01,Cesar,RUI415291,,,2020,2020.0,NO,24.0
2024,NO,G,,64,Active,Nick Saldiveri,Nick,Saldiveri,2000-08-14T00:00:00,78,316,,00-0038566,,,,,,,,,,,,4,PRE,A01,Nick,SAL236049,,,2023,2023.0,NO,103.0
2024,NO,DT,,50,Active,Khalen Saunders,Khalen,Saunders,1996-08-09T00:00:00,72,324,,00-0035656,,,,,,,,,,,,4,PRE,A01,Khalen,SAU693939,,,2019,2019.0,KC,84.0
2024,NO,MLB,,45,Active/PUP,Nephi Sewell,Nephi,Sewell,1998-12-19T00:00:00,72,228,,00-0037544,,,,,,,,,,,,4,PRE,A02,Nephi,SEW440460,,,2022,2022.0,,
2024,NO,WR,,22,Active,Rashid Shaheed,Rashid,Shaheed,1998-08-31T00:00:00,72,180,,00-0037545,,,,,,,,,,,,4,PRE,A01,Rashid,SHA089447,,,2022,2022.0,,
2024,NO,DT,,93,Active,Nathan Shepherd,Nathan,Shepherd,1993-10-09T00:00:00,76,315,,00-0034760,,,,,,,,,,,,4,PRE,A01,Nathan,SHE517895,,,2018,2018.0,NYJ,72.0
2024,NO,WR,,13,Active,Equanimeous St. Brown,Equanimeous,St. Brown,1996-09-30T00:00:00,77,214,,00-0034279,,,,,,,,,,,,4,PRE,A01,Equanimeous,STB563610,,,2018,2018.0,GB,207.0
2024,NO,LB,,44,Active,Isaiah Stalbird,Isaiah,Stalbird,2000-07-18T00:00:00,73,215,,00-0039622,,,,,,,,,,,,4,PRE,A01,Isaiah,STA201687,,,2024,2024.0,,
2024,NO,CB,,1,Active,Alontae Taylor,Alontae,Taylor,1998-12-03T00:00:00,72,195,,00-0038121,,,,,,,,,,,,4,PRE,A01,Alontae,TAY007703,,,2022,2022.0,NO,49.0
2024,NO,SS,,30,Active,Roderic Teamer,Roderic,Teamer,1997-05-12T00:00:00,72,205,,00-0035437,,,,,,,,,,,,4,PRE,A01,Roderic,TEA674843,,,2019,2019.0,,
2024,NO,WR,,84,Active,Mason Tipton,Mason,Tipton,2000-09-27T00:00:00,71,187,,00-0039623,,,,,,,,,,,,4,PRE,A01,Mason,TIP628557,,,2024,2024.0,,
2024,NO,DE,,98,Active,Payton Turner,Payton,Turner,1999-01-07T00:00:00,78,270,,00-0036926,,,,,,,,,,,,4,PRE,A01,Payton,TUR646253,,,2021,2021.0,NO,28.0
2024,NO,G,,74,Active,Olisaemeka Udoh,Olisaemeka,Udoh,1997-02-14T00:00:00,77,323,,00-0034994,,,,,,,,,,,,4,PRE,A01,Olisaemeka,UDO489451,,,2019,2019.0,MIN,193.0
2024,NO,DT,,91,Active,Kendal Vickers,Kendal,Vickers,1995-05-23T00:00:00,75,295,,00-0034125,,,,,,,,,,,,4,PRE,A01,Kendal,VIC633060,,,2018,2018.0,,
2024,NO,OLB,,20,Active,Pete Werner,Pete,Werner,1998-06-05T00:00:00,75,242,,00-0036927,,,,,,,,,,,,4,PRE,A01,Pete,WER545065,,,2021,2021.0,NO,60.0
2024,NO,CB,,29,Active,Joejuan Williams,Joejuan,Williams,1997-12-06T00:00:00,75,212,,00-0035241,,,,,,,,,,,,4,PRE,A01,Joejuan,WIL132673,,,2019,2019.0,NE,45.0
2024,NO,RB,,21,Active,Jamaal Williams,Jamaal,Williams,1995-04-03T00:00:00,72,213,,00-0033948,,,,,,,,,,,,4,PRE,A01,Jamaal,WIL328269,,,2017,2017.0,GB,134.0
2024,NO,WR,,11,Active,Cedrick Wilson,Cedrick,Wilson,1995-11-20T00:00:00,77,188,,00-0034418,,,,,,,,,,,,4,PRE,A01,Cedrick,WIL656498,,,2018,2018.0,DAL,208.0
2024,NO,LS,,49,Active,Zach Wood,Zach,Wood,1993-01-10T00:00:00,75,255,,00-0033063,,,,,,,,,,,,4,PRE,A01,Zach,WOO185780,,,2016,2016.0,,
2024,NO,CB,,28,Active,Rejzohn Wright,Rejzohn,Wright,2000-09-04T00:00:00,74,200,,00-0038781,,,,,,,,,,,,4,PRE,A01,Rejzohn,WRI631850,,,2023,2023.0,,
2024,NO,DE,,99,Active,Chase Young,Chase,Young,1999-04-14T00:00:00,77,265,,00-0036321,,,,,,,,,,,,4,PRE,A01,Chase,YOU146550,,,2020,2020.0,WAS,2.0
2024,NO,T,,67,Active,Landon Young,Landon,Young,1997-08-21T00:00:00,79,305,,00-0036930,,,,,,,,,,,,4,PRE,A01,Landon,YOU358650,,,2021,2021.0,NO,206.0
2024,SEA,DE,,95,Active,Myles Adams,Myles,Adams,1998-03-09T00:00:00,74,285,,00-0035946,,,,,,,,,,,,4,PRE,A01,Myles,ADA519905,,,2020,2020.0,,
2024,SEA,DE,,47,Active,Sundiata Anderson,Sundiata,Anderson,2000-07-28T00:00:00,77,240,,00-0039293,,,,,,,,,,,,4,PRE,A01,Sundiata,AND501385,,,2024,2024.0,,
2024,SEA,ILB,,17,Active,Jerome Baker,Jerome,Baker,1996-12-25T00:00:00,74,225,,00-0034797,,,,,,,,,,,,4,PRE,A01,Jerome,BAK235897,,,2018,2018.0,MIA,73.0
2024,SEA,TE,,88,Active,A.J. Barner,A.J.,Barner,2002-05-03T00:00:00,78,251,,00-0039793,,,,,,,,,,,,4,PRE,A01,A.J.,BAR235889,,,2024,2024.0,SEA,121.0
2024,SEA,LB,,41,Active,Michael Barrett,Michael,Barrett,1999-12-14T00:00:00,72,239,,00-0039429,,,,,,,,,,,,4,PRE,A01,Michael,BAR644416,,,2024,2024.0,CAR,240.0
2024,SEA,DT,,73,Active,Kyon Barrs,Kyon,Barrs,2001-11-09T00:00:00,75,290,,00-0039946,,,,,,,,,,,,4,PRE,A01,Kyon,BAR668833,,,2024,2024.0,,
2024,SEA,FS,,13D,Active,Marquise Blair,Marquise,Blair,1997-07-18T00:00:00,74,195,,00-0035139,,,,,,,,,,,,4,PRE,A01,Marquise,BLA514764,,,2019,2019.0,SEA,47.0
2024,SEA,WR,,19,Active,Jake Bobo,Jake,Bobo,1998-08-04T00:00:00,77,215,,00-0038752,,,,,,,,,,,,4,PRE,A01,Jake,BOB556112,,,2023,2023.0,,
2024,SEA,CB,,18,Active,Lance Boykin,Lance,Boykin,2000-08-31T00:00:00,75,200,,00-0038753,,,,,,,,,,,,4,PRE,A01,Lance,BOY615392,,,2023,2023.0,,
2024,SEA,G,,75,Active,Anthony Bradford,Anthony,Bradford,2001-04-28T00:00:00,77,345,,00-0039020,,,,,,,,,,,,4,PRE,A01,Anthony,BRA094410,,,2023,2023.0,SEA,108.0
2024,SEA,TE,,86,Active,Pharaoh Brown,Pharaoh,Brown,1994-05-04T00:00:00,78,258,,00-0033439,,,,,,,,,,,,4,PRE,A01,Pharaoh,BRO579945,,,2017,2017.0,,
2024,SEA,CB,,22,Active,Tre Brown,Tre,Brown,1997-09-24T00:00:00,70,186,,00-0036885,,,,,,,,,,,,4,PRE,A01,Tre,BRO739157,,,2021,2021.0,SEA,137.0
2024,SEA,CB,,8,Active,Coby Bryant,Coby,Bryant,1999-03-29T00:00:00,73,198,,00-0038136,,,,,,,,,,,,4,PRE,A01,Coby,BRY315524,,,2022,2022.0,SEA,109.0
2024,SEA,CB,,23,Active,Artie Burns,Artie,Burns,1995-05-01T00:00:00,72,197,,00-0033103,,,,,,,,,,,,4,PRE,A01,Artie,BUR507944,,,2016,2016.0,PIT,25.0
2024,SEA,DE,,46,Active,Nelson Ceaser,Nelson,Ceaser,2001-06-03T00:00:00,75,250,,00-0039294,,,,,,,,,,,,4,PRE,A01,Nelson,CEA467059,,,2024,2024.0,,
2024,SEA,RB,,26,Active,Zach Charbonnet,Zach,Charbonnet,2001-01-08T00:00:00,73,220,,00-0039165,,,,,,,,,,,,4,PRE,A01,Zach,CHA548773,,,2023,2023.0,SEA,52.0
2024,SEA,T,,67,Active,Charles Cross,Charles,Cross,2000-11-25T00:00:00,77,310,,00-0037821,,,,,,,,,,,,4,PRE,A01,Charles,CRO398747,,,2022,2022.0,SEA,9.0
2024,SEA,G,,66,Active,McClendon Curtis,McClendon,Curtis,1999-09-16T00:00:00,78,328,,00-0038914,,,,,,,,,,,,4,PRE,A01,McClendon,CUR677287,,,2023,2023.0,,
2024,SEA,P,,4,Active,Michael Dickson,Michael,Dickson,1996-01-04T00:00:00,74,208,,00-0034160,,,,,,,,,,,,4,PRE,A01,Michael,DIC718404,,,2018,2018.0,SEA,149.0
2024,SEA,MLB,,0D,Active,Tyrel Dodson,Tyrel,Dodson,1998-06-25T00:00:00,72,237,,00-0035352,,,,,,,,,,,,4,PRE,A01,Tyrel,DOD341460,,,2019,2019.0,,
2024,SEA,WR,,1,Active,D'Wayne Eskridge,D'Wayne,Eskridge,1997-03-23T00:00:00,69,190,,00-0036620,,,,,,,,,,,,4,PRE,A01,D'Wayne,ESK561172,,,2021,2021.0,SEA,56.0
2024,SEA,TE,,46O,Active,Michael Ezeike,Michael,Ezeike,2000-09-17T00:00:00,77,252,,00-0038864,,,,,,,,,,,,4,PRE,A01,Michael,EZE229501,,,2023,2023.0,,
2024,SEA,T,,74,Active,George Fant,George,Fant,1992-07-19T00:00:00,77,322,,00-0032466,,,,,,,,,,,,4,PRE,A01,George,FAN401790,,,2016,2016.0,,
2024,SEA,TE,,87,Active,Noah Fant,Noah,Fant,1997-11-20T00:00:00,76,249,,00-0035644,,,,,,,,,,,,4,PRE,A01,Noah,FAN405165,,,2019,2019.0,DEN,20.0
2024,SEA,T,,78,Active,Stone Forsythe,Stone,Forsythe,1997-12-29T00:00:00,79,332,,00-0036653,,,,,,,,,,,,4,PRE,A01,Stone,FOR594051,,,2021,2021.0,SEA,208.0
2024,SEA,TE,,0,Active,Devon Garrison,Devon,Garrison,2003-04-07T00:00:00,78,240,,00-0039952,,,,,,,,,,,,4,PRE,A01,Devon,GAR585703,,,2024,2024.0,,
2024,SEA,LB,,56,Active,Easton Gibbs,Easton,Gibbs,2001-04-27T00:00:00,74,230,,00-0039296,,,,,,,,,,,,4,PRE,A01,Easton,GIB172354,,,2024,2024.0,,
2024,SEA,T,,76,Active,Garret Greenfield,Garret,Greenfield,1999-09-20T00:00:00,78,305,,00-0039297,,,,,,,,,,,,4,PRE,A01,Garret,GRE540011,,,2024,2024.0,,
2024,SEA,OLB,,58,Active,Derick Hall,Derick,Hall,2001-03-19T00:00:00,75,256,,00-0039047,,,,,,,,,,,,4,PRE,A01,Derick,HAL274589,,,2023,2023.0,SEA,37.0
2024,SEA,DT,,97,Active,Johnathan Hankins,Johnathan,Hankins,1992-03-30T00:00:00,75,340,,00-0030063,,,,,,,,,,,,4,PRE,A01,Johnathan,HAN169902,,,2013,2013.0,NYG,49.0
2024,SEA,WR,,84,Active,Hayden Hatten,Hayden,Hatten,2000-08-06T00:00:00,74,205,,00-0039298,,,,,,,,,,,,4,PRE,A01,Hayden,HAT760067,,,2024,2024.0,,
2024,SEA,G,,64,Active,Christian Haynes,Christian,Haynes,2000-04-13T00:00:00,74,313,,00-0039839,,,,,,,,,,,,4,PRE,A01,Christian,HAY586893,,,2024,2024.0,SEA,81.0
2024,SEA,RB,,36,Active,George Holani,George,Holani,1999-12-16T00:00:00,71,210,,00-0039299,,,,,,,,,,,,4,PRE,A01,George,HOL000290,,,2024,2024.0,,
2024,SEA,QB,,6,Active,Sam Howell,Sam,Howell,2000-09-16T00:00:00,73,225,,00-0037077,,,,,,,,,,,,4,PRE,A01,Sam,HOW692969,,,2022,2022.0,WAS,144.0
2024,SEA,DB,,29,Active,D.J. James,D.J.,James,2001-03-05T00:00:00,73,164,,00-0039800,,,,,,,,,,,,4,PRE,A01,D.J.,JAM173361,,,2024,2024.0,SEA,192.0
2024,SEA,SS,,2,Active,Rayshawn Jenkins,Rayshawn,Jenkins,1994-01-25T00:00:00,73,220,,00-0033941,,,,,,,,,,,,4,PRE,A01,Rayshawn,JEN428013,,,2017,2017.0,LAC,113.0
2024,SEA,T,,65,Active,Michael Jerrell,Michael,Jerrell,1999-08-18T00:00:00,77,294,,00-0039842,,,,,,,,,,,,4,PRE,A01,Michael,JER477236,,,2024,2024.0,SEA,207.0
2024,SEA,DB,,37,Active,Carlton Johnson,Carlton,Johnson,2000-05-07T00:00:00,72,165,,00-0039300,,,,,,,,,,,,4,PRE,A01,Carlton,JOH094407,,,2024,2024.0,,
2024,SEA,DE,,55,Active,Dre'Mont Jones,Dre'Mont,Jones,1997-01-05T00:00:00,75,281,,00-0035678,,,,,,,,,,,,4,PRE,A01,Dre'Mont,JON263738,,,2019,2019.0,DEN,71.0
2024,SEA,DT,,92,Active,Mario Kendricks,Mario,Kendricks,2000-10-18T00:00:00,72,294,,00-0039820,,,,,,,,,,,,4,PRE,A01,Mario,KEN103558,,,2024,2024.0,,
2024,SEA,LB,,48,Active,Tyrice Knight,Tyrice,Knight,1999-12-20T00:00:00,74,235,,00-0039815,,,,,,,,,,,,4,PRE,A01,Tyrice,KNI756662,,,2024,2024.0,SEA,118.0
2024,SEA,T,,63,Active,Sataoa Laumea,Sataoa,Laumea,2001-01-13T00:00:00,76,311,,00-0039799,,,,,,,,,,,,4,PRE,A01,Sataoa,LAU559563,,,2024,2024.0,SEA,179.0
